timestamp,satellite,latitude,longitude,height_km
1737549185.039198,Starlink-550 341,-35.4005,-110.7409,520.14
1737549185.039198,Starlink-550 342,-23.5973,-97.6694,515.62
1737549185.039198,Starlink-550 343,-10.8574,-86.8244,511.79
1737549185.039198,Starlink-550 344,2.2498,-76.8733,509.48
1737549185.039198,Starlink-550 345,15.2916,-66.737,509.04
1737549185.039198,Starlink-550 346,27.8065,-55.2804,510.2
1737549185.039198,Starlink-550 347,39.1213,-41.0079,512.25
1737549185.039198,Starlink-550 348,48.0754,-21.996,514.23
1737549185.039198,Starlink-550 349,52.8299,2.6959,515.31
1737549185.039198,Starlink-550 350,51.7554,29.4864,515.06
1737549185.039198,Starlink-550 351,45.2748,52.2716,513.59
1737549185.039198,Starlink-550 352,40.6083,66.4605,512.56
1737549185.039198,Starlink-550 353,29.5493,81.2988,510.46
1737549185.039198,Starlink-550 354,17.1591,93.0605,509.11
1737549185.039198,Starlink-550 355,4.1626,103.313,509.29
1737549185.039198,Starlink-550 356,-8.9609,113.2261,511.33
1737549185.039198,Starlink-550 357,-21.7845,123.8675,514.99
1737549185.039198,Starlink-550 358,-33.7705,136.5142,519.48
1737549185.039198,Starlink-550 359,-44.0482,152.9017,523.69
1737549185.039198,Starlink-550 360,-51.1215,174.7928,526.55
1737549185.039198,Starlink-550 361,-53.0549,-158.7605,527.3
1737549185.039198,Starlink-550 362,-49.1048,-133.4769,525.75
1737549185.039198,Starlink-550 363,-40.6789,-113.6599,522.3
1737549185.039198,Starlink-550 364,-29.6627,-98.8256,517.86
1737549185.039198,Starlink-550 365,-17.3034,-87.0614,513.56
1737549185.039198,Starlink-550 366,-4.3216,-76.8069,510.41
1737549185.039198,Starlink-550 367,8.8052,-66.8943,509.03
1737549185.039198,Starlink-550 368,21.6494,-56.2555,509.46
1737549185.039198,Starlink-550 369,33.6711,-43.6103,511.17
1737549185.039198,Starlink-550 370,43.9939,-27.213,513.3
1737549185.039198,Starlink-550 371,51.1082,-5.2776,514.92
1737549185.039198,Starlink-550 372,53.0545,21.2559,515.36
1737549185.039198,Starlink-550 373,49.0789,46.6145,514.45
1737549185.039198,Starlink-550 374,35.3074,79.3832,511.48
1737549185.039198,Starlink-550 375,23.4666,92.454,509.64
1737549185.039198,Starlink-550 376,10.7036,103.2962,508.98
1737549185.039198,Starlink-550 377,-2.4094,113.2465,510.08
1737549185.039198,Starlink-550 378,-15.4392,123.3846,513.0
1737549185.039198,Starlink-550 379,-27.9254,134.8439,517.2
1737549185.039198,Starlink-550 380,-39.1987,149.1143,521.69
1737549185.039198,Starlink-550 381,-48.1074,168.1025,525.35
1737549185.039198,Starlink-550 382,-52.8318,-167.274,527.22
1737549185.039198,Starlink-550 383,-51.7645,-140.5731,526.8
1737549185.039198,Starlink-550 384,-45.3223,-117.8392,524.22
1737549185.039198,Starlink-550 385,-35.4005,-100.7409,520.14
1737549185.039198,Starlink-550 386,-23.5973,-87.6694,515.62
1737549185.039198,Starlink-550 387,-10.8574,-76.8244,511.79
1737549185.039198,Starlink-550 388,2.2498,-66.8733,509.48
1737549185.039198,Starlink-550 389,15.2916,-56.737,509.04
1737549185.039198,Starlink-550 390,27.8065,-45.2804,510.2
1737549185.039198,Starlink-550 391,39.1213,-31.0079,512.25
1737549185.039198,Starlink-550 392,48.0754,-11.996,514.23
1737549185.039198,Starlink-550 393,52.8299,12.6959,515.31
1737549185.039198,Starlink-550 394,51.7554,39.4864,515.06
1737549185.039198,Starlink-550 395,45.2748,62.2716,513.59
1737549185.039198,Starlink-550 396,40.6083,76.4605,512.56
1737549185.039198,Starlink-550 397,29.5493,91.2988,510.46
1737549185.039198,Starlink-550 398,17.1591,103.0605,509.11
1737549185.039198,Starlink-550 399,4.1626,113.313,509.29
1737549185.039198,Starlink-550 400,-8.9609,123.2261,511.33
1737549185.039198,Starlink-550 401,-21.7845,133.8675,514.99
1737549185.039198,Starlink-550 402,-33.7705,146.5142,519.48
