timestamp,satellite,latitude,longitude,height_km
1737549132.404158,Starlink-550 361,-53.1494,-164.0564,527.34
1737549132.404158,Starlink-550 362,-50.3391,-138.017,526.24
1737549132.404158,Starlink-550 363,-42.659,-117.011,523.12
1737549132.404158,Starlink-550 364,-32.0464,-101.3153,518.79
1737549132.404158,Starlink-550 365,-19.8898,-89.0693,514.37
1737549132.404158,Starlink-550 366,-6.9915,-78.6108,510.92
1737549132.404158,Starlink-550 367,6.1398,-68.7138,509.15
1737549132.404158,Starlink-550 368,19.079,-58.3153,509.24
1737549132.404158,Starlink-550 369,31.3242,-46.2033,510.76
1737549132.404158,Starlink-550 370,42.0911,-30.7336,512.88
1737549132.404158,Starlink-550 371,50.0167,-10.0037,514.67
1737549132.404158,Starlink-550 372,53.1497,15.9409,515.38
1737549132.404158,Starlink-550 373,50.3207,42.063,514.74
1737549132.404158,Starlink-550 374,37.5311,76.5147,511.92
1737549132.404158,Starlink-550 375,25.9768,90.2465,509.95
1737549132.404158,Starlink-550 376,13.3472,101.4205,508.98
1737549132.404158,Starlink-550 377,0.2685,111.4611,509.7
1737549132.404158,Starlink-550 378,-12.8124,121.4752,512.28
1737549132.404158,Starlink-550 379,-25.4536,132.5603,516.28
1737549132.404158,Starlink-550 380,-37.0469,146.1121,520.81
1737549132.404158,Starlink-550 381,-46.5647,163.9886,524.72
1737549132.404158,Starlink-550 382,-52.307,-172.4367,527.01
1737549132.404158,Starlink-550 383,-52.467,-145.6269,527.08
1737549132.404158,Starlink-550 384,-46.9816,-121.7678,524.89
1737549132.404158,Starlink-550 385,-37.6152,-103.6085,521.04
1737549132.404158,Starlink-550 386,-26.1009,-89.8774,516.52
1737549132.404158,Starlink-550 387,-13.4976,-78.7007,512.46
1737549132.404158,Starlink-550 388,-0.4283,-68.6587,509.8
1737549132.404158,Starlink-550 389,12.6611,-58.6458,508.98
1737549132.404158,Starlink-550 390,25.3277,-47.5636,509.87
1737549132.404158,Starlink-550 391,36.9603,-34.0115,511.81
1737549132.404158,Starlink-550 392,46.5239,-16.1177,513.87
1737549132.404158,Starlink-550 393,52.3015,7.5155,515.19
1737549132.404158,Starlink-550 394,52.4626,34.4161,515.23
1737549132.404158,Starlink-550 395,46.9432,58.3365,513.97
1737549132.404158,Starlink-550 396,42.5978,73.1065,512.99
1737549132.404158,Starlink-550 397,31.9409,88.8092,510.86
1737549132.404158,Starlink-550 398,19.7506,101.0532,509.29
1737549132.404158,Starlink-550 399,6.8341,111.5094,509.11
1737549132.404158,Starlink-550 400,-6.2976,121.4063,510.77
1737549132.404158,Starlink-550 401,-19.2197,131.8071,514.15
1737549132.404158,Starlink-550 402,-31.4319,143.9213,518.55
1737549132.404158,Starlink-550 403,-42.1548,159.3849,522.91
1737549132.404158,Starlink-550 404,-50.037,-179.9203,526.12
1737549132.404158,Starlink-550 405,-53.1494,-154.0564,527.34
1737549132.404158,Starlink-550 406,-50.3391,-128.017,526.24
1737549132.404158,Starlink-550 407,-42.659,-107.011,523.12
1737549132.404158,Starlink-550 408,-32.0464,-91.3153,518.79
1737549132.404158,Starlink-550 409,-19.8898,-79.0693,514.37
1737549132.404158,Starlink-550 410,-6.9915,-68.6108,510.92
1737549132.404158,Starlink-550 411,6.1398,-58.7138,509.15
1737549132.404158,Starlink-550 412,19.079,-48.3153,509.24
1737549132.404158,Starlink-550 413,31.3242,-36.2033,510.76
1737549132.404158,Starlink-550 414,42.0911,-20.7336,512.88
1737549132.404158,Starlink-550 415,50.0167,-0.0037,514.67
1737549132.404158,Starlink-550 416,53.1497,25.9409,515.38
1737549132.404158,Starlink-550 417,50.3207,52.063,514.74
1737549132.404158,Starlink-550 418,37.5311,86.5147,511.92
1737549132.404158,Starlink-550 419,25.9768,100.2465,509.95
1737549132.404158,Starlink-550 420,13.3472,111.4205,508.98
1737549132.404158,Starlink-550 421,0.2685,121.4611,509.7
1737549132.404158,Starlink-550 422,-12.8124,131.4752,512.28
1737549132.404158,Starlink-550 423,-25.4536,142.5603,516.28
1737549132.404158,Starlink-550 424,-37.0469,156.1121,520.81
1737549132.404158,Starlink-550 425,-46.5647,173.9886,524.72
1737549132.404158,Starlink-550 426,-52.307,-162.4367,527.01
1737549132.404158,Starlink-550 427,-52.467,-135.6269,527.08
1737549132.404158,Starlink-550 428,-46.9816,-111.7678,524.89
1737549132.404158,Starlink-550 429,-37.6152,-93.6085,521.04
1737549132.404158,Starlink-550 430,-26.1009,-79.8774,516.52
1737549132.404158,Starlink-550 431,-13.4976,-68.7007,512.46
1737549132.404158,Starlink-550 432,-0.4283,-58.6587,509.8
1737549132.404158,Starlink-550 433,12.6611,-48.6458,508.98
1737549132.404158,Starlink-550 434,25.3277,-37.5636,509.87
1737549132.404158,Starlink-550 435,36.9603,-24.0115,511.81
1737549132.404158,Starlink-550 436,46.5239,-6.1177,513.87
